complete_latency,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
177,2.1e-05,2.2e-05,2.2e-05,2e-05,1.9e-05,1.9e-05,1.9e-05,1.7e-05,1.7e-05,1.8e-05,1.7e-05,1.5e-05,1.4e-05,1.6e-05,2.3e-05,2.7e-05,1.8e-05,2e-05,3.2e-05,2.8e-05,2e-05,1.6e-05,1.6e-05,2e-05,1.5e-05,2.1e-05,2.1e-05,1.8e-05,2.8e-05,2.3e-05,1.4e-05,1.9e-05
178,2.6e-05,2.8e-05,1.9e-05,1.8e-05,1.7e-05,1.5e-05,1.9e-05,1.9e-05,1.6e-05,1.5e-05,2.4e-05,2e-05,2.6e-05,2.3e-05,3e-05,2.6e-05,2.1e-05,2.6e-05,3.2e-05,4.1e-05,1.7e-05,2.1e-05,1.7e-05,2.2e-05,2.7e-05,2.5e-05,1.6e-05,2.1e-05,2e-05,2.7e-05,1.5e-05,2.9e-05
179,1.6e-05,1.6e-05,2.1e-05,2.7e-05,1.7e-05,1.7e-05,2.3e-05,1.7e-05,1.5e-05,1.8e-05,1.8e-05,2.1e-05,2.5e-05,2.9e-05,1.7e-05,1.7e-05,1.8e-05,1.6e-05,1.6e-05,2.4e-05,2.3e-05,3.3e-05,4.9e-05,3.7e-05,2e-05,2.4e-05,4.7e-05,3.9e-05,1.6e-05,1.8e-05,3.6e-05,2.8e-05
180,1.7e-05,1.5e-05,4.1e-05,3.3e-05,1.7e-05,2e-05,4.9e-05,5.8e-05,1.9e-05,1.6e-05,1.7e-05,2.1e-05,1.7e-05,1.6e-05,1.6e-05,1.5e-05,2.5e-05,2.5e-05,1.7e-05,1.5e-05,3.1e-05,2.7e-05,1.9e-05,2.6e-05,1.6e-05,2e-05,1.8e-05,2.5e-05,2e-05,2e-05,2.7e-05,2.7e-05
181,2e-05,1.8e-05,2.1e-05,2e-05,2.6e-05,2.5e-05,1.6e-05,1.6e-05,3.3e-05,3.6e-05,3.1e-05,2.6e-05,1.9e-05,2e-05,1.8e-05,1.8e-05,2.1e-05,2.2e-05,1.7e-05,1.7e-05,1.5e-05,1.8e-05,1.8e-05,1.7e-05,1.6e-05,2.7e-05,2.1e-05,1.9e-05,1.8e-05,1.8e-05,1.9e-05,2.4e-05
182,2.4e-05,2.4e-05,1.7e-05,1.6e-05,2.6e-05,2.5e-05,1.6e-05,2.4e-05,5.6e-05,2.4e-05,2.7e-05,3e-05,2.4e-05,1.8e-05,2e-05,1.9e-05,1.6e-05,1.8e-05,1.9e-05,1.6e-05,1.9e-05,1.7e-05,2.1e-05,1.9e-05,1.6e-05,1.8e-05,2.3e-05,1.6e-05,2.8e-05,2.7e-05,1.7e-05,1.6e-05
183,4.5e-05,3.3e-05,1.6e-05,1.4e-05,1.9e-05,1.6e-05,1.5e-05,1.8e-05,1.6e-05,1.6e-05,1.9e-05,1.7e-05,1.9e-05,2.1e-05,4e-05,3.9e-05,2e-05,1.7e-05,4.6e-05,3.7e-05,2.3e-05,3.2e-05,1.9e-05,1.8e-05,2.7e-05,2.4e-05,1.5e-05,1.6e-05,2.8e-05,3.7e-05,1.7e-05,2.6e-05
184,1.9e-05,1.9e-05,1.7e-05,1.9e-05,1.7e-05,2.9e-05,1.6e-05,1.9e-05,1.8e-05,1.7e-05,1.8e-05,1.6e-05,2.1e-05,2.2e-05,1.8e-05,3e-05,1.7e-05,1.7e-05,2e-05,1.8e-05,1.9e-05,1.5e-05,1.8e-05,2.1e-05,6.5e-05,4.1e-05,4.2e-05,2.9e-05,1.8e-05,1.8e-05,1.8e-05,1.9e-05
185,1.8e-05,1.6e-05,2.3e-05,2.4e-05,1.5e-05,1.8e-05,2e-05,3.8e-05,1.6e-05,1.7e-05,1.5e-05,1.5e-05,1.9e-05,2.8e-05,1.6e-05,1.9e-05,2.6e-05,1.8e-05,1.9e-05,1.9e-05,3.2e-05,3e-05,2.7e-05,5.1e-05,1.4e-05,1.8e-05,2.3e-05,3.6e-05,2e-05,1.9e-05,1.9e-05,2.9e-05
186,2.4e-05,1.9e-05,3.3e-05,2.9e-05,1.8e-05,1.9e-05,3e-05,3.8e-05,2e-05,2.2e-05,1.7e-05,3.6e-05,2.1e-05,2.2e-05,1.7e-05,1.8e-05,2.8e-05,3e-05,1.9e-05,1.7e-05,2e-05,2.5e-05,2e-05,2.2e-05,1.6e-05,1.7e-05,1.8e-05,1.8e-05,1.8e-05,1.9e-05,2.4e-05,3.9e-05
187,1.8e-05,1.8e-05,2.7e-05,2.2e-05,3.8e-05,3.5e-05,1.6e-05,1.7e-05,4.5e-05,4.3e-05,3.3e-05,2.9e-05,2.2e-05,2e-05,1.9e-05,3.3e-05,2.3e-05,2.5e-05,1.8e-05,2.3e-05,2.1e-05,1.9e-05,1.7e-05,1.8e-05,2.7e-05,1.6e-05,2e-05,1.8e-05,1.9e-05,2.1e-05,1.9e-05,2e-05
188,2.7e-05,2.3e-05,1.6e-05,2e-05,2.6e-05,1.9e-05,2.2e-05,2.4e-05,2.3e-05,2.1e-05,2.1e-05,3.8e-05,2.1e-05,1.9e-05,2.1e-05,2.6e-05,1.8e-05,1.7e-05,1.6e-05,1.7e-05,1.9e-05,2.3e-05,1.7e-05,2.1e-05,1.7e-05,1.7e-05,1.5e-05,2e-05,3.3e-05,4.6e-05,1.8e-05,1.7e-05
189,1.8e-05,1.9e-05,1.9e-05,1.6e-05,1.5e-05,1.6e-05,2.7e-05,1.8e-05,1.9e-05,2e-05,1.7e-05,1.7e-05,2.7e-05,2.7e-05,3.2e-05,2.5e-05,1.7e-05,1.6e-05,3.7e-05,2.9e-05,1.7e-05,1.9e-05,1.5e-05,1.7e-05,2.9e-05,3e-05,1.8e-05,1.9e-05,3.1e-05,3.6e-05,2.4e-05,1.9e-05
190,1.5e-05,1.6e-05,1.5e-05,1.5e-05,1.8e-05,2.4e-05,1.7e-05,1.6e-05,1.8e-05,1.7e-05,1.7e-05,1.6e-05,2.1e-05,2.5e-05,1.7e-05,2.3e-05,1.9e-05,1.5e-05,2.6e-05,2.8e-05,1.7e-05,1.7e-05,1.8e-05,3.5e-05,3.2e-05,2.4e-05,3.9e-05,3.6e-05,1.8e-05,1.8e-05,1.7e-05,1.7e-05
191,2.2e-05,1.6e-05,2.8e-05,2.3e-05,1.8e-05,1.8e-05,2.1e-05,2.9e-05,1.7e-05,2.2e-05,1.8e-05,1.6e-05,1.6e-05,1.7e-05,1.7e-05,1.5e-05,2.3e-05,1.6e-05,1.7e-05,1.7e-05,2.8e-05,5.7e-05,3.5e-05,3.7e-05,2.2e-05,1.6e-05,2e-05,2.3e-05,1.9e-05,1.4e-05,2.4e-05,2.6e-05
192,1.7e-05,1.8e-05,3.5e-05,3.2e-05,2e-05,2.4e-05,2.3e-05,2e-05,1.8e-05,1.8e-05,2.5e-05,2.7e-05,1.9e-05,1.8e-05,1.9e-05,2.1e-05,2.9e-05,4.4e-05,1.6e-05,1.5e-05,3.5e-05,2.8e-05,2.5e-05,2.2e-05,1.7e-05,2e-05,2.1e-05,2e-05,1.7e-05,1.8e-05,2.7e-05,3.2e-05
193,3.2e-05,5.6e-05,1.9e-05,2.3e-05,5.1e-05,2.9e-05,2.7e-05,1.8e-05,2.5e-05,2.6e-05,6.4e-05,2.6e-05,2.5e-05,2e-05,2.2e-05,2e-05,2.4e-05,2.2e-05,2.3e-05,1.8e-05,1.9e-05,2.4e-05,1.8e-05,1.7e-05,1.9e-05,2.1e-05,1.6e-05,1.9e-05,2.4e-05,2e-05,1.8e-05,1.7e-05
194,2.2e-05,2.1e-05,2.2e-05,1.8e-05,2.1e-05,2.7e-05,1.8e-05,1.8e-05,2.9e-05,2.4e-05,2.8e-05,1.8e-05,2.2e-05,2e-05,3e-05,2.8e-05,1.8e-05,1.7e-05,2.3e-05,1.9e-05,2e-05,1.7e-05,1.7e-05,1.8e-05,1.5e-05,2.1e-05,1.9e-05,1.8e-05,3.3e-05,3.4e-05,1.7e-05,2.2e-05
195,1.8e-05,1.7e-05,1.8e-05,1.7e-05,1.6e-05,1.7e-05,1.7e-05,1.5e-05,2.1e-05,1.8e-05,1.8e-05,1.7e-05,2.8e-05,3.4e-05,2.2e-05,0.000258,1.5e-05,1.9e-05,2.8e-05,4.1e-05,1.6e-05,1.8e-05,1.7e-05,1.7e-05,1.9e-05,3.1e-05,2.1e-05,2.1e-05,2.4e-05,4.8e-05,2.2e-05,2.1e-05
196,1.7e-05,2.1e-05,1.5e-05,1.6e-05,1.6e-05,1.5e-05,3.4e-05,2.9e-05,1.7e-05,1.8e-05,2e-05,1.3e-05,1.4e-05,2.1e-05,2e-05,2.9e-05,1.6e-05,1.9e-05,1.9e-05,2.1e-05,1.8e-05,1.7e-05,2.2e-05,2.5e-05,3.7e-05,2.3e-05,3.6e-05,5.1e-05,2.1e-05,2.5e-05,1.8e-05,2.1e-05
197,2.3e-05,1.7e-05,2.9e-05,3.7e-05,2e-05,1.8e-05,1.7e-05,1.7e-05,1.5e-05,1.9e-05,1.9e-05,1.6e-05,1.5e-05,2e-05,1.9e-05,1.5e-05,1.8e-05,2e-05,1.6e-05,1.9e-05,2.3e-05,2.9e-05,2.9e-05,3.7e-05,1.7e-05,2.1e-05,1.7e-05,2e-05,1.9e-05,2.3e-05,2.2e-05,2.4e-05
198,2.3e-05,2.3e-05,3.4e-05,4.4e-05,1.8e-05,2.1e-05,2.1e-05,2e-05,2.1e-05,1.9e-05,2.4e-05,2.8e-05,1.9e-05,2.6e-05,1.9e-05,2.1e-05,3.8e-05,4e-05,2.4e-05,2.2e-05,2.9e-05,2.7e-05,1.8e-05,2e-05,2.2e-05,2.3e-05,1.8e-05,2e-05,2.3e-05,1.8e-05,3.8e-05,4.5e-05
199,3.2e-05,3.7e-05,1.8e-05,3e-05,2.8e-05,2.5e-05,1.9e-05,2e-05,3.5e-05,2.4e-05,2.9e-05,4.2e-05,2e-05,2.2e-05,2e-05,1.7e-05,2.6e-05,2.2e-05,1.8e-05,2.2e-05,2.2e-05,1.9e-05,3.1e-05,3e-05,1.8e-05,2.5e-05,2e-05,2e-05,2.3e-05,1.6e-05,1.9e-05,1.6e-05
200,1.9e-05,1.9e-05,1.5e-05,1.8e-05,2.2e-05,1.9e-05,2.5e-05,1.6e-05,1.8e-05,1.8e-05,2.3e-05,2.7e-05,2.3e-05,2.2e-05,2.7e-05,3.4e-05,1.5e-05,2.6e-05,1.7e-05,1.8e-05,1.6e-05,2.2e-05,1.9e-05,3.9e-05,1.3e-05,1.6e-05,1.4e-05,1.4e-05,2.2e-05,2.6e-05,1.8e-05,1.7e-05
201,1.6e-05,1.5e-05,1.6e-05,1.6e-05,1.5e-05,1.6e-05,1.8e-05,2e-05,1.8e-05,1.9e-05,1.6e-05,1.5e-05,1.7e-05,1.8e-05,3.7e-05,2.9e-05,1.5e-05,1.5e-05,2.7e-05,2.2e-05,2.3e-05,1.7e-05,1.6e-05,1.8e-05,2.9e-05,6.6e-05,2.6e-05,2.3e-05,2.1e-05,2.2e-05,2.6e-05,1.6e-05
202,1.9e-05,2.1e-05,1.6e-05,1.7e-05,1.5e-05,1.8e-05,2.6e-05,3.4e-05,2.2e-05,1.9e-05,3.7e-05,1.9e-05,1.6e-05,2.1e-05,2.3e-05,2.7e-05,1.7e-05,1.6e-05,2e-05,2.9e-05,1.8e-05,1.7e-05,3e-05,5.1e-05,2.3e-05,1.8e-05,2.9e-05,2.5e-05,1.8e-05,2.9e-05,2.4e-05,1.9e-05
203,2.2e-05,1.6e-05,2.6e-05,2.2e-05,1.5e-05,1.9e-05,1.6e-05,2e-05,1.8e-05,2.4e-05,2e-05,1.9e-05,1.6e-05,2.4e-05,1.5e-05,1.9e-05,2e-05,2.7e-05,1.9e-05,1.8e-05,2.6e-05,3.1e-05,3.4e-05,5.4e-05,1.8e-05,2e-05,1.7e-05,2e-05,2.2e-05,1.6e-05,3.4e-05,3.4e-05
204,2.7e-05,5.2e-05,3.9e-05,3.3e-05,2.3e-05,1.8e-05,1.7e-05,1.7e-05,4.7e-05,3.1e-05,2e-05,1.9e-05,1.8e-05,1.8e-05,1.5e-05,1.7e-05,3.6e-05,3.6e-05,1.5e-05,1.9e-05,2.2e-05,3.3e-05,2.1e-05,2.4e-05,2.1e-05,2.2e-05,2e-05,2.1e-05,1.8e-05,2e-05,3.2e-05,2.3e-05
205,2.2e-05,2.4e-05,1.8e-05,1.9e-05,2.4e-05,2.4e-05,2.1e-05,1.9e-05,2.6e-05,4e-05,8.5e-05,4.3e-05,2.3e-05,2.5e-05,2.5e-05,2.6e-05,2.9e-05,3.4e-05,1.7e-05,1.6e-05,1.8e-05,2e-05,2e-05,2.3e-05,1.5e-05,1.6e-05,1.8e-05,1.7e-05,1.9e-05,1.6e-05,2.4e-05,1.9e-05
206,1.8e-05,1.6e-05,1.6e-05,1.8e-05,2e-05,2e-05,1.9e-05,1.8e-05,2.4e-05,1.9e-05,1.7e-05,1.9e-05,3.7e-05,3.8e-05,3.4e-05,2.3e-05,1.5e-05,1.6e-05,1.4e-05,1.6e-05,1.8e-05,1.6e-05,1.5e-05,1.7e-05,1.5e-05,1.7e-05,1.5e-05,1.9e-05,3.1e-05,1.8e-05,1.4e-05,1.4e-05
207,1.9e-05,3e-05,1.7e-05,1.7e-05,2.4e-05,2.6e-05,2.5e-05,3.7e-05,1.7e-05,1.8e-05,1.7e-05,2e-05,1.5e-05,1.8e-05,2.3e-05,2.2e-05,1.7e-05,1.7e-05,2.3e-05,2e-05,1.7e-05,1.6e-05,1.8e-05,2e-05,2.4e-05,2.9e-05,2e-05,2.7e-05,2.6e-05,3.3e-05,1.8e-05,1.9e-05
208,1.9e-05,1.7e-05,1.7e-05,2.3e-05,1.7e-05,2.2e-05,2.3e-05,2.6e-05,1.8e-05,1.6e-05,2.3e-05,1.6e-05,1.8e-05,2.8e-05,1.7e-05,2.4e-05,2e-05,1.5e-05,2.8e-05,3.7e-05,1.9e-05,1.8e-05,3.1e-05,2.2e-05,2e-05,2.5e-05,1.7e-05,1.8e-05,2.9e-05,3e-05,2.1e-05,1.9e-05
209,1.8e-05,1.6e-05,2.1e-05,1.6e-05,1.9e-05,1.8e-05,1.7e-05,1.9e-05,2.2e-05,1.8e-05,1.9e-05,1.8e-05,1.8e-05,2.1e-05,1.9e-05,2.8e-05,2.1e-05,1.5e-05,1.8e-05,1.6e-05,2.6e-05,3e-05,3.1e-05,4.3e-05,1.7e-05,1.9e-05,1.8e-05,1.7e-05,1.6e-05,1.5e-05,4.9e-05,3.3e-05
210,3.2e-05,2.7e-05,3.6e-05,3.2e-05,2.1e-05,1.7e-05,1.6e-05,2.2e-05,1.9e-05,1.5e-05,2.3e-05,3.3e-05,1.7e-05,2e-05,1.6e-05,1.5e-05,3.4e-05,5.2e-05,2e-05,1.7e-05,3.1e-05,3.9e-05,1.9e-05,2.1e-05,1.6e-05,1.7e-05,1.8e-05,1.6e-05,1.9e-05,1.7e-05,4.7e-05,3.9e-05
211,2.5e-05,1.9e-05,2.5e-05,2.6e-05,3.6e-05,3.2e-05,1.6e-05,1.6e-05,3.9e-05,3e-05,2.5e-05,2.2e-05,3.1e-05,3.1e-05,1.4e-05,1.8e-05,2.6e-05,3e-05,2.1e-05,1.8e-05,1.9e-05,2.2e-05,2e-05,1.9e-05,1.4e-05,1.6e-05,2.7e-05,1.9e-05,1.7e-05,1.9e-05,1.6e-05,2e-05
212,1.6e-05,2.2e-05,1.7e-05,2e-05,1.7e-05,1.9e-05,2.4e-05,2.2e-05,1.9e-05,1.5e-05,1.7e-05,2e-05,1.8e-05,1.9e-05,2.8e-05,2.2e-05,2e-05,1.6e-05,1.6e-05,1.9e-05,1.8e-05,1.7e-05,1.6e-05,1.5e-05,2e-05,1.5e-05,5.9e-05,2.8e-05,2.4e-05,1.8e-05,1.7e-05,1.4e-05
213,1.7e-05,1.9e-05,1.6e-05,2.5e-05,1.6e-05,1.9e-05,3e-05,3.4e-05,2.2e-05,1.9e-05,1.8e-05,1.8e-05,2.4e-05,1.9e-05,2.4e-05,2.2e-05,1.5e-05,1.6e-05,2.4e-05,2.6e-05,1.5e-05,1.7e-05,2.1e-05,1.8e-05,2.2e-05,2.8e-05,1.9e-05,2.4e-05,2.4e-05,2.2e-05,1.7e-05,2e-05
214,2.7e-05,1.7e-05,1.9e-05,1.6e-05,1.8e-05,1.8e-05,1.6e-05,2e-05,1.7e-05,2.9e-05,1.7e-05,1.9e-05,1.8e-05,2.1e-05,2.2e-05,1.5e-05,1.8e-05,1.6e-05,2.2e-05,3.4e-05,2e-05,1.7e-05,2.2e-05,2.7e-05,2.3e-05,3.4e-05,2.2e-05,2.1e-05,1.7e-05,2e-05,1.9e-05,1.9e-05
215,3.1e-05,2e-05,1.9e-05,2.1e-05,2.4e-05,2.6e-05,2.3e-05,2.2e-05,2.3e-05,2e-05,3.1e-05,2.8e-05,1.7e-05,2e-05,2.6e-05,3.6e-05,2.1e-05,2e-05,2.6e-05,2.1e-05,3.8e-05,4.5e-05,3.5e-05,4.9e-05,1.7e-05,1.6e-05,2.3e-05,1.9e-05,2.2e-05,2e-05,6.1e-05,5.5e-05
216,2.7e-05,3.4e-05,2.7e-05,3e-05,2e-05,1.8e-05,1.6e-05,2.3e-05,1.8e-05,2.1e-05,2.8e-05,2.8e-05,2.3e-05,2.7e-05,1.9e-05,1.8e-05,4.1e-05,7.2e-05,2.2e-05,3.4e-05,2.6e-05,2.4e-05,3.5e-05,4.6e-05,1.7e-05,1.7e-05,2e-05,2e-05,1.6e-05,2.1e-05,2.6e-05,2.9e-05
217,2.3e-05,1.9e-05,2e-05,2.3e-05,2.5e-05,3.9e-05,2.2e-05,3.1e-05,2.8e-05,2.4e-05,1.6e-05,1.6e-05,2.5e-05,2.1e-05,1.7e-05,1.5e-05,2.7e-05,2e-05,2.1e-05,2.1e-05,1.9e-05,2e-05,1.9e-05,1.5e-05,1.9e-05,2.5e-05,2.2e-05,3.5e-05,1.6e-05,2.3e-05,2.2e-05,2.2e-05
218,1.6e-05,1.8e-05,1.5e-05,1.6e-05,2.2e-05,3.6e-05,3.7e-05,3.6e-05,2.3e-05,2e-05,1.5e-05,1.5e-05,1.9e-05,1.6e-05,2.8e-05,2.3e-05,1.9e-05,1.7e-05,2.5e-05,2e-05,2e-05,1.7e-05,2.1e-05,2.4e-05,1.9e-05,1.9e-05,1.9e-05,1.6e-05,3.3e-05,3.3e-05,1.7e-05,1.6e-05
219,1.8e-05,1.7e-05,2.4e-05,1.4e-05,2.1e-05,1.8e-05,2.8e-05,2e-05,1.7e-05,1.7e-05,1.9e-05,2e-05,1.5e-05,2.9e-05,2.6e-05,2.7e-05,3.5e-05,2e-05,5.3e-05,3.9e-05,1.8e-05,1.8e-05,1.6e-05,1.4e-05,3.1e-05,5.3e-05,2.1e-05,2.3e-05,7.1e-05,4e-05,2e-05,1.9e-05
220,1.9e-05,1.9e-05,1.7e-05,2e-05,1.9e-05,2.1e-05,1.7e-05,2.1e-05,1.7e-05,2.4e-05,1.7e-05,2e-05,2e-05,2.4e-05,1.8e-05,1.7e-05,1.9e-05,1.7e-05,1.9e-05,1.8e-05,1.8e-05,1.5e-05,1.6e-05,1.9e-05,3e-05,2.3e-05,1.7e-05,1.8e-05,2e-05,1.9e-05,2e-05,1.8e-05
221,1.7e-05,1.5e-05,2e-05,1.8e-05,1.7e-05,1.4e-05,1.6e-05,1.9e-05,2.1e-05,1.7e-05,3.2e-05,3.7e-05,2.1e-05,1.8e-05,1.6e-05,1.7e-05,1.7e-05,2.1e-05,2.3e-05,1.7e-05,4.6e-05,4.5e-05,3.2e-05,3.2e-05,1.4e-05,1.9e-05,1.6e-05,1.9e-05,1.6e-05,1.6e-05,2.4e-05,2.1e-05
222,2.9e-05,3.3e-05,2.4e-05,2e-05,1.6e-05,2.1e-05,2e-05,1.9e-05,1.8e-05,3.2e-05,2.2e-05,2.1e-05,2.8e-05,2.5e-05,1.8e-05,1.8e-05,4.5e-05,5.3e-05,1.8e-05,3.2e-05,3.1e-05,3e-05,3.4e-05,2.5e-05,3.3e-05,2e-05,2.2e-05,2e-05,2e-05,1.8e-05,3e-05,2.5e-05
223,2.7e-05,2.3e-05,2e-05,2.4e-05,2.2e-05,2.5e-05,2.2e-05,2.2e-05,2.4e-05,2.3e-05,1.7e-05,1.4e-05,1.7e-05,1.5e-05,1.9e-05,2e-05,2.6e-05,2.6e-05,1.9e-05,1.8e-05,2.3e-05,1.9e-05,1.7e-05,1.7e-05,1.5e-05,1.9e-05,2.6e-05,2.7e-05,1.4e-05,1.5e-05,1.6e-05,1.5e-05
224,1.6e-05,1.9e-05,1.6e-05,1.8e-05,2.3e-05,2.2e-05,2.4e-05,2.2e-05,1.8e-05,1.7e-05,1.7e-05,1.9e-05,1.9e-05,1.9e-05,2.7e-05,2.9e-05,1.6e-05,1.7e-05,2.7e-05,2.4e-05,1.6e-05,1.8e-05,1.7e-05,1.9e-05,1.7e-05,2e-05,1.5e-05,1.4e-05,4.4e-05,2.5e-05,1.9e-05,1.7e-05
225,1.9e-05,1.9e-05,1.5e-05,1.8e-05,1.7e-05,4.7e-05,1.8e-05,1.6e-05,2e-05,1.9e-05,1.8e-05,2.2e-05,2.1e-05,2.1e-05,1.8e-05,2e-05,1.7e-05,1.6e-05,3.5e-05,6.2e-05,1.5e-05,1.8e-05,1.9e-05,1.7e-05,3.4e-05,4e-05,1.8e-05,1.9e-05,3.3e-05,3e-05,2.2e-05,2.6e-05
226,1.6e-05,1.9e-05,1.7e-05,1.7e-05,1.5e-05,2e-05,1.9e-05,2.7e-05,2.1e-05,1.7e-05,3.1e-05,2.7e-05,1.6e-05,2.2e-05,1.8e-05,1.6e-05,2.9e-05,2.3e-05,1.9e-05,1.9e-05,2.2e-05,1.7e-05,2e-05,2.2e-05,2e-05,1.7e-05,2.8e-05,2.1e-05,2.5e-05,2.3e-05,1.9e-05,1.8e-05
227,1.6e-05,1.6e-05,2.4e-05,1.6e-05,2e-05,1.6e-05,1.8e-05,1.8e-05,2e-05,2.1e-05,2.6e-05,3.3e-05,4.3e-05,4e-05,2e-05,1.7e-05,2e-05,1.8e-05,2.1e-05,1.6e-05,4.7e-05,3.2e-05,3.9e-05,3e-05,1.8e-05,2.2e-05,2e-05,2.4e-05,1.7e-05,1.9e-05,2.6e-05,2.8e-05
228,2.3e-05,2.4e-05,2.9e-05,2.8e-05,2.4e-05,2.6e-05,2.1e-05,1.8e-05,3.6e-05,2.1e-05,1.8e-05,1.7e-05,2.3e-05,2.7e-05,1.7e-05,1.7e-05,3.2e-05,2.3e-05,1.8e-05,1.7e-05,2.6e-05,2.7e-05,3e-05,2.7e-05,1.9e-05,2.7e-05,3.5e-05,6.7e-05,1.9e-05,1.7e-05,3e-05,4.4e-05
229,2e-05,2.3e-05,1.9e-05,2.1e-05,3.2e-05,4.1e-05,1.8e-05,1.7e-05,2.6e-05,3.4e-05,2.7e-05,1.9e-05,1.3e-05,1.6e-05,3.4e-05,4e-05,2.4e-05,2.9e-05,2e-05,2.1e-05,6.1e-05,2.3e-05,1.7e-05,2.5e-05,1.7e-05,1.7e-05,2e-05,2.1e-05,1.9e-05,1.6e-05,3.6e-05,1.7e-05
230,2e-05,1.9e-05,1.5e-05,2.1e-05,2.1e-05,2.4e-05,1.9e-05,1.9e-05,1.7e-05,1.8e-05,1.7e-05,1.8e-05,1.8e-05,2e-05,1.9e-05,1.9e-05,1.6e-05,2e-05,2.9e-05,4.8e-05,1.8e-05,1.8e-05,1.8e-05,2.2e-05,2.4e-05,2.2e-05,2.1e-05,2e-05,2.8e-05,3.6e-05,5e-05,4.1e-05
231,1.8e-05,1.5e-05,1.7e-05,1.9e-05,1.8e-05,1.7e-05,1.6e-05,1.9e-05,1.8e-05,1.6e-05,2e-05,1.6e-05,2e-05,1.9e-05,1.6e-05,1.6e-05,1.9e-05,1.7e-05,2.4e-05,1.6e-05,2.2e-05,2e-05,1.9e-05,1.5e-05,4.5e-05,3.5e-05,2e-05,2.4e-05,3.1e-05,3.7e-05,1.9e-05,1.9e-05
232,2e-05,2.2e-05,1.8e-05,1.9e-05,1.8e-05,2.7e-05,1.5e-05,1.6e-05,2.4e-05,2e-05,5.2e-05,5.2e-05,2.2e-05,2e-05,2.3e-05,2.6e-05,1.9e-05,1.7e-05,2.1e-05,1.9e-05,1.8e-05,1.5e-05,1.8e-05,2e-05,2.1e-05,2.8e-05,1.9e-05,2e-05,1.9e-05,1.8e-05,1.9e-05,1.8e-05
233,2.5e-05,1.5e-05,1.9e-05,2.2e-05,2.2e-05,1.8e-05,2e-05,1.8e-05,1.9e-05,2.3e-05,2.2e-05,2.2e-05,2e-05,2.4e-05,1.6e-05,2.5e-05,1.6e-05,1.7e-05,1.8e-05,1.6e-05,2.2e-05,3.5e-05,3.1e-05,4.5e-05,1.4e-05,1.6e-05,2e-05,1.9e-05,1.8e-05,1.6e-05,1.8e-05,1.8e-05
234,2.6e-05,2.9e-05,2.3e-05,2.3e-05,1.4e-05,1.7e-05,2.3e-05,2e-05,2.5e-05,1.9e-05,1.4e-05,2.8e-05,1.6e-05,1.6e-05,2.6e-05,1.9e-05,2.9e-05,4.9e-05,1.7e-05,1.9e-05,4.7e-05,3.6e-05,2.6e-05,2.3e-05,1.8e-05,1.7e-05,3.9e-05,3.1e-05,1.9e-05,1.6e-05,5.3e-05,2.3e-05
235,2.3e-05,2e-05,2.1e-05,2.3e-05,2.6e-05,2.5e-05,1.7e-05,1.9e-05,3.2e-05,3.2e-05,2e-05,1.8e-05,1.8e-05,2e-05,2.8e-05,3.4e-05,2.8e-05,3.1e-05,1.9e-05,4.3e-05,2e-05,1.9e-05,1.9e-05,1.6e-05,2.2e-05,1.8e-05,1.9e-05,1.5e-05,1.9e-05,5.4e-05,1.7e-05,1.8e-05
236,1.6e-05,1.7e-05,2.2e-05,2e-05,2e-05,1.9e-05,2.2e-05,2.1e-05,2.5e-05,2e-05,2.5e-05,2.7e-05,2.5e-05,2.4e-05,1.7e-05,1.9e-05,1.5e-05,2.3e-05,3.3e-05,2.5e-05,1.8e-05,1.8e-05,1.7e-05,1.6e-05,2.3e-05,2.4e-05,1.5e-05,1.8e-05,2.6e-05,1.9e-05,1.8e-05,2e-05
